title,authors,pub_year,journal,keywords,dominant_topic,topic_name,what_this_paper_does
Leveraging the trust of nurses to advance a digital agenda in Europe: a critical review of health policy literature,"Paul De Raeve, Patricia M. Davidson, Franklin A. Shaffer, Eric Pol, Amit Kumar Pandey, Elizabeth Adams",2021,Open Research Europe,"Software deployment, Health care, Workforce, Nursing, Digital health, Knowledge management, Business, Patient safety, Public relations, Medicine, Psychology, Political science, Computer science, Law, Operating system",8,Machine Learning in Clinical Data Analysis,"Finally, this paper examines ""trust"" as a precondition for the successful deployment and adoption of AI in Europe."
"Chatbots: Security, privacy, data protection, and social aspects","Martin Hasal, Jana Nowaková, Khalifa Saghair, Hussam M. Dahwa Abdulla, Václav Snåšel, Lidia Ogiela",2021,Concurrency and Computation Practice and Experience,"Computer science, Computer security, Chatbot, Security through obscurity, Internet privacy, Security service, Security information and event management, Cloud computing security, Conversation, Data security, Information security, World Wide Web, Cloud computing, Encryption, Operating system, Linguistics, Philosophy",6,Social Media & Digital Health Communication,The article could open a discussion and highlight the problems of data storage and usage obtained from the communication user—chatbot and propose some standards to protect the user.
Digital Health Literacy in Bipolar Disorder: International Web-Based Survey,"Emma Morton, Kendall Ho, Steven J. Barnes, Erin E. Michalak",2021,JMIR Mental Health,"Health literacy, Mental health, Digital literacy, Literacy, Psychological intervention, Context (archaeology), Psychology, Digital health, Scale (ratio), Population, Medical education, Medicine, Gerontology, Health care, Psychiatry, Environmental health, Pedagogy, Political science, Law, Paleontology, Physics, Biology, Quantum mechanics",15,Artificial Intelligence in Healthcare Systems,"However, individuals with BD who are younger, have completed less education, or are less familiar with mental health apps may require extra support to safely and productively navigate web-based health resources."
"Mobile Health in Remote Patient Monitoring for Chronic Diseases: Principles, Trends, and Challenges","Nora El-Rashidy, Shaker El–Sappagh, S. M. Riazul Islam, Hazem M. El‐Bakry, Samir Abdelrazek",2021,Diagnostics,"Systematic review, Protocol (science), Wearable computer, Computer science, Health care, Cloud computing, The Internet, Data collection, Wearable technology, Data science, Medicine, Medical emergency, MEDLINE, World Wide Web, Embedded system, Pathology, Alternative medicine, Mathematics, Operating system, Economics, Law, Economic growth, Statistics, Political science",5,Infectious Diseases (HIV & Lung Infections),"The main objective of this paper is to outline research directions on remote patient monitoring, explain the role of AI in building RPM systems, make an overview of the state of the art of RPM, its advantages, its challenges, and its probable future directions."
Cocreation of Massive Open Online Courses to Improve Digital Health Literacy in Diabetes: Pilot Mixed Methods Study,"Yolanda Álvarez‐Pérez, Lilisbeth Perestelo‐Pérez, Amado Rivero‐Santana, Ana M. Wägner, Alezandra Torres‐Castaño, Ana Toledo‐Chávarri, Andrea Duarte‐Díaz, Dácil Alvarado-Martel, Barbara Piccini, Stephan Van den Broucke, Jessica Vandenbosch, Carina Soledad González González, Michelle Perello, Pedro Serrano‐Aguilar",2021,JMIR Diabetes,"Health literacy, Digital health, Medical education, Information literacy, Focus group, Literacy, Health care, Medicine, Psychology, Pedagogy, Political science, Sociology, Anthropology, Law",8,Machine Learning in Clinical Data Analysis,"Although the results presented on self-perceived digital health literacy are preliminary and exploratory, this pilot study suggests that IC-Health MOOCs represent a promising tool for the medical care of diabetes, being able to help reduce the limitations associated with low digital health literacy and other communication barriers in the diabetes population."
Perinatal health predictors using artificial intelligence: A review,"Rema Ramakrishnan, Shishir Rao, Jianrong He",2021,Women s Health,"Medicine, Urogynecology, Maternal health, Gynecology, Obstetrics, Health services, Population, Environmental health, Urinary incontinence, Surgery",7,Healthcare Services & Patient Care Research,"In this scenario, we envision artificial intelligence for perinatal research to be based on three goals: (1) availability of population-representative, routine clinical data (rich multimodal data of large sample size) for perinatal research; (2) modification and application of current state-of-the-art artificial intelligence for prediction and classification in health care research to the field of perinatal health; and (3) development of methods for explaining the decision-making processes of artificial intelligence models for perinatal health indicators."
Artificial intelligence in nutrition research: perspectives on current and future applications,"Mélina Côté, Benoı̂t Lamarche",2021,Applied Physiology Nutrition and Metabolism,"Novelty, Data science, Field (mathematics), Computer science, Artificial intelligence, Applications of artificial intelligence, Big data, Management science, Psychology, Data mining, Engineering, Social psychology, Mathematics, Pure mathematics",12,Healthcare Quality & Treatment Evaluation,"AI algorithms may help better understand and predict the complex and non-linear interactions between nutrition-related data and health outcomes, particularly when large amounts of data need to be structured and integrated, such as in metabolomics."
Cloud-Based Digital Twinning for Structural Health Monitoring Using Deep Learning,"Viet-Hung Dang, Mallik Tatipamula, Huan X. Nguyen",2021,IEEE Transactions on Industrial Informatics,"Cloud computing, Computer science, Structural health monitoring, Bridge (graph theory), Artificial intelligence, Distributed computing, Machine learning, Engineering, Internal medicine, Structural engineering, Medicine, Operating system",7,Healthcare Services & Patient Care Research,Digital twin (DT) technology has recently gathered pace in the engineering communities as it allows for the convergence of the real structure and its digital counterpart throughout their entire life-cycle.
Next-generation business models for artificial intelligence start-ups in the healthcare industry,Ignat Kulkov,2021,International Journal of Entrepreneurial Behaviour & Research,"Health care, Business model, Business intelligence, Knowledge management, Value (mathematics), Categorization, Process (computing), Process management, Originality, Computer science, Healthcare industry, Business, Marketing, Artificial intelligence, Qualitative research, Sociology, Economics, Economic growth, Machine learning, Social science, Operating system",12,Healthcare Quality & Treatment Evaluation,"We contribute to the business model and business model innovation by systematically analyzing value creation, how it is delivered to customers, and communication with market participants, as well as design themes that combine start-ups and categorize them by specialization."
Effect of AI Explanations on Human Perceptions of Patient-Facing AI-Powered Healthcare Systems,"Zhan Zhang, Yegin Genc, Dakuo Wang, Mehmet Eren Ahsen, Xiangmin Fan",2021,Journal of Medical Systems,"Perception, Context (archaeology), Health care, Transparency (behavior), Health informatics, Scale (ratio), Knowledge management, Applications of artificial intelligence, Computer science, Empirical research, Healthcare system, Artificial intelligence, Data science, Psychology, Applied psychology, Medicine, Political science, Computer security, Epistemology, Neuroscience, Biology, Quantum mechanics, Paleontology, Philosophy, Physics, Law",9,Viral Diseases & Molecular Medicine,No abstract available
What makes AI ‘intelligent’ and ‘caring’? Exploring affect and relationality across three sites of intelligence and care,"Giulia De Togni, Sonja Erikainen, Sarah Chan, Sarah Cunningham‐Burley",2021,Social Science & Medicine,"Affect (linguistics), Sociology, Psychology, Gerontology, Medicine, Communication",9,Viral Diseases & Molecular Medicine,No abstract available
Vibration Analysis for Machine Monitoring and Diagnosis: A Systematic Review,"Mohamad Hazwan Mohd Ghazali, Wan Rahiman",2021,Shock and Vibration,"Vibration, Computer science, Engineering, Structural engineering, Acoustics, Physics",7,Healthcare Services & Patient Care Research,"A combination of time domain statistical features and deep learning approaches is expected to be widely applied in the future, where fault features can be automatically extracted from the raw vibration signals."
